001;08/03/15;06:37:49;005360
001;08/03/15;06:37:52;006940
001;08/03/15;06:37:53;009810
001;08/03/15;06:37:55;010290
001;08/03/15;06:37:56;012300
001;08/03/15;06:37:57;012010
001;08/03/15;06:37:59;013540
001;08/03/15;06:38:00;013800
001;08/03/15;06:38:01;016240
001;08/03/15;06:38:03;016240
001;08/03/15;06:38:04;016230
001;08/03/15;06:38:05;016210
001;08/03/15;06:38:07;016140
001;08/03/15;06:38:08;016150
001;08/03/15;06:38:09;016140
001;08/03/15;06:38:11;016140
001;08/03/15;06:38:12;016140
001;08/03/15;06:38:13;016140
001;08/03/15;06:38:15;016140
001;08/03/15;06:38:16;016140
001;08/03/15;06:38:17;016140
001;08/03/15;06:38:19;016140
001;08/03/15;06:38:20;016140
001;08/03/15;06:38:21;016140
001;08/03/15;06:38:23;016140
001;08/03/15;06:38:24;016140
001;08/03/15;06:38:26;016140
001;08/03/15;06:38:27;016140
001;08/03/15;06:38:28;016150
001;08/03/15;06:38:30;016140
001;08/03/15;06:38:31;016140
001;08/03/15;06:38:32;016140
001;08/03/15;06:38:34;016140
001;08/03/15;06:38:35;016140
001;08/03/15;06:38:36;016140
001;08/03/15;06:38:38;016140
001;08/03/15;06:38:39;016140
001;08/03/15;06:38:40;016140
001;08/03/15;06:38:42;016140
001;08/03/15;06:38:43;016140
001;08/03/15;06:38:44;016140
001;08/03/15;06:38:46;016140
001;08/03/15;06:38:47;016140
001;08/03/15;06:38:49;016140
001;08/03/15;06:38:50;016140
001;08/03/15;06:38:51;016140
001;08/03/15;06:38:53;016140
001;08/03/15;06:38:54;016140
001;08/03/15;06:38:55;016150
001;08/03/15;06:38:56;016170
001;08/03/15;06:38:58;016240
001;08/03/15;06:38:59;016230
001;08/03/15;06:39:00;016240
001;08/03/15;06:39:02;016230
001;08/03/15;06:39:03;016230
001;08/03/15;06:39:04;016220
001;08/03/15;06:39:06;013780
001;08/03/15;06:39:07;010870
001;08/03/15;06:39:09;010850
001;08/03/15;06:39:10;007400
001;08/03/15;06:39:11;006420
001;08/03/15;06:39:13;004550
001;08/03/15;06:39:14;003980
001;08/03/15;08:03:29;002530
001;08/03/15;08:03:30;002530
001;08/03/15;08:03:31;002520
001;08/03/15;08:03:33;002520
001;08/03/15;08:03:34;002510
001;08/03/15;08:03:35;002490
001;08/03/15;08:03:37;002510
001;08/03/15;08:03:38;002510
001;08/03/15;08:03:39;002440
001;08/03/15;08:03:41;002440
001;08/03/15;08:03:42;002440
001;08/03/15;08:03:43;002440
001;08/03/15;08:03:45;002450
001;08/03/15;08:03:46;002440
001;08/03/15;08:03:48;002440
001;08/03/15;08:03:49;002440
001;08/03/15;08:03:50;002440
001;08/03/15;08:03:52;002440
001;08/03/15;08:03:53;002440
001;08/03/15;08:03:54;002440
001;08/03/15;08:03:56;002440
001;08/03/15;08:03:57;002440
001;08/03/15;08:03:58;002440
001;08/03/15;08:04:00;002440
001;08/03/15;08:04:01;002440
001;08/03/15;08:04:02;002440
001;08/03/15;08:04:04;002440
001;08/03/15;08:04:05;002440
001;08/03/15;08:04:07;002440
001;08/03/15;08:04:08;002440
001;08/03/15;08:04:09;002440
001;08/03/15;08:04:11;002440
001;08/03/15;08:04:12;002440
001;08/03/15;08:04:13;002440
001;08/03/15;08:04:14;002440
001;08/03/15;08:04:16;002440
001;08/03/15;08:04:17;002440
001;08/03/15;08:04:18;002440
001;08/03/15;08:04:20;002440
001;08/03/15;08:04:21;002440
001;08/03/15;08:04:22;002440
001;08/03/15;08:04:24;002440
001;08/03/15;08:04:25;002440
001;08/03/15;08:04:26;002440
001;08/03/15;08:04:28;002440
001;08/03/15;08:04:29;002440
001;08/03/15;08:04:31;002440
001;08/03/15;08:04:32;002440
001;08/03/15;08:04:33;002440
001;08/03/15;08:04:35;002440
001;08/03/15;08:04:36;002440
001;08/03/15;08:04:37;002440
001;08/03/15;08:04:39;002440
001;08/03/15;08:04:40;002440
001;08/03/15;08:04:41;002440
001;08/03/15;08:04:43;002440
001;08/03/15;08:04:44;002520
001;08/03/15;08:04:45;002470
001;08/03/15;08:04:47;002470
001;08/03/15;08:04:48;002500
001;08/03/15;08:04:49;002480
001;08/03/15;08:04:51;002520
001;08/03/15;08:04:52;002520
001;08/03/15;08:04:53;002520
001;08/03/15;08:04:55;002520
001;08/03/15;08:04:56;002520
001;08/03/15;08:04:58;002520
001;08/03/15;08:04:59;002520
001;08/03/15;08:05:00;002520
001;08/03/15;08:05:02;002520
001;08/03/15;08:05:03;002520
001;08/03/15;08:05:04;002520
001;08/03/15;08:05:06;002520
001;08/03/15;08:05:07;002520
001;08/03/15;08:05:08;002520
001;08/03/15;08:05:10;002500
001;08/03/15;08:05:11;002520
001;08/03/15;08:05:12;001690
001;08/03/15;08:05:14;000730
001;08/03/15;08:14:39;001230
001;08/03/15;08:14:40;001880
001;08/03/15;08:14:41;001880
001;08/03/15;08:14:42;001610
