001;08/03/15;09:00:07;001170
001;08/03/15;09:00:08;001810
001;08/03/15;09:00:09;001960
001;08/03/15;09:00:11;001960
001;08/03/15;09:08:19;001190
001;08/03/15;09:08:20;002510
001;08/03/15;09:08:21;002780
001;08/03/15;09:08:23;001950
001;08/03/15;09:20:35;001110
001;08/03/15;09:20:36;001350
001;08/03/15;09:20:38;001460
001;08/03/15;09:20:39;001460
001;08/03/15;09:20:40;001440
001;08/03/15;09:20:42;001440
001;08/03/15;09:20:43;001380
001;08/03/15;09:20:44;001380
001;08/03/15;09:20:46;001390
001;08/03/15;09:20:47;001370
001;08/03/15;09:20:49;001370
001;08/03/15;09:20:50;001370
001;08/03/15;09:20:51;001370
001;08/03/15;09:20:53;001370
001;08/03/15;09:20:54;001370
001;08/03/15;09:20:55;001370
001;08/03/15;09:20:57;001370
001;08/03/15;09:20:58;001370
001;08/03/15;09:20:59;001370
001;08/03/15;09:21:01;001370
001;08/03/15;09:21:02;001370
001;08/03/15;09:21:03;001370
001;08/03/15;09:21:05;001370
001;08/03/15;09:21:06;001370
001;08/03/15;09:21:07;001370
001;08/03/15;09:21:09;001390
001;08/03/15;09:21:10;001450
001;08/03/15;09:21:11;001450
001;08/03/15;09:21:13;001450
001;08/03/15;09:21:14;001450
001;08/03/15;09:21:15;001430
001;08/03/15;09:21:17;001410
001;08/03/15;09:21:18;001450
001;08/03/15;09:21:19;001450
001;08/03/15;09:21:21;001450
001;08/03/15;09:21:22;001450
001;08/03/15;09:21:23;001450
001;08/03/15;09:21:25;001450
001;08/03/15;09:21:26;001450
001;08/03/15;09:21:27;001450
001;08/03/15;09:21:29;001450
001;08/03/15;09:21:30;001450
001;08/03/15;09:21:32;001450
001;08/03/15;09:21:33;001440
001;08/03/15;09:21:34;001450
001;08/03/15;09:21:36;001450
001;08/03/15;09:21:37;001450
001;08/03/15;09:21:38;001450
001;08/03/15;09:21:40;001450
001;08/03/15;09:21:41;001450
001;08/03/15;09:21:42;001410
001;08/03/15;09:21:44;001380
001;08/03/15;09:21:45;001380
001;08/03/15;09:21:46;001370
001;08/03/15;09:21:48;001380
001;08/03/15;09:21:49;001150
001;08/03/15;09:21:50;000530
001;08/03/15;09:59:06;001050
001;08/03/15;09:59:07;001680
001;08/03/15;09:59:09;001680
001;08/03/15;09:59:10;001670
001;08/03/15;09:59:11;001680
001;08/03/15;09:59:13;001490
001;08/03/15;11:48:41;000550
001;08/03/15;11:48:42;001270
001;08/03/15;11:48:43;002050
001;08/03/15;11:48:45;001640
001;08/03/15;11:48:46;000580
001;08/03/15;11:55:55;001000
001;08/03/15;11:55:56;001390
001;08/03/15;11:55:57;001400
001;08/03/15;11:55:59;000530
001;08/03/15;12:05:04;000700
001;08/03/15;12:05:06;001600
001;08/03/15;12:05:07;001670
001;08/03/15;12:05:09;001660
001;08/03/15;12:05:10;000710
